material,T_c
Tl1Sr1.55Ce0.45Ca1Cu2O7,19.4
Tl1Sr2Ca0.7Ce0.3Cu2O7,51.5
Tl1Sr2Ca0.65Ce0.35Cu2O7,60
Tl1Sr2Ca0.6Ce0.4Cu2O7,35
Tl1Sr2Ca0.8Ce0.2Cu2O7,29.4
Pb2Sr0.9La1.1Cu2O6.31,33.2
Pb2Sr0.9La1.1Cu2O6.65,30.3
Pb2Cu0.9La1.1Cu2O7.42,18.1
Pb2Cu0.9La1.1Cu2O6.28,33.4
Pb2Cu0.9La1.1Cu2O6.24,31.3
Pb2Cu0.9La1.1Cu2O6.19,19.8
Y1Ba1Sr1Cu3O6.899,80.2
Y1Ba1Sr1Cu2.975Sn0.025O6.91,76.3
Y1Ba1Sr1Cu2.95Sn0.05O6.96,73.9
Y1Ba1Sr1Cu2.9Sn0.1O7.001,68.6
Y1Ba1Sr1Cu2.85Sn0.15O7.062,63.7
Y1Ba1Sr1Cu2.8Sn0.2O7.122,49.3
Y1Ba1Sr1Cu2.75Sn0.25O7.163,40.9
Hg1Ba2Ca2Cu3F1O,124.9
Bi2Sr2Ca1Cu2O8,92
Bi2Sr2Ca0.9Na0.1Cu2O8,81
Bi2Sr2Ca0.8Na0.2Cu2O8,83
Bi2Sr2Ca0.7Na0.3Cu2O8,86
Y1Ba2Cu3O6.95,93.2
Y1Ba2Cu3O6.9,91.5
Y1Ba2Cu3O6.8,78
Y1Ba2Cu3O6.7,63
Y1Ba2Cu3O6.5,53
Ca0.3Ba1.45La1.25Cu3O6.96,9.6
Ca0.3Ba1.45La1.25Cu3O7,28.3
Ca0.3Ba1.45La1.25Cu3O7.05,46.4
Ca0.3Ba1.45La1.25Cu3O7.11,65.3
Ca0.3Ba1.45La1.25Cu3O7.12,69.3
Ca0.2Ba1.55La1.25Cu3O6.98,10.4
Ca0.2Ba1.55La1.25Cu3O6.99,14.4
Ca0.2Ba1.55La1.25Cu3O7.01,25.1
Ca0.2Ba1.55La1.25Cu3O7.03,34.7
Ca0.2Ba1.55La1.25Cu3O7.05,41.1
Ca0.2Ba1.55La1.25Cu3O7.07,46.1
Ca0.2Ba1.55La1.25Cu3O7.11,59.7
Ca0.4Ba1.25La1.35Cu3O7.04,21.3
Ca0.4Ba1.25La1.35Cu3O7.11,47.1
Ca0.4Ba1.25La1.35Cu3O7.16,63.5
Ca0.4Ba1.25La1.35Cu3O7.19,72.9
Ca0.1Ba1.65La1.25Cu3O7.01,19.5
Ca0.1Ba1.65La1.25Cu3O7.02,26.4
Ca0.1Ba1.65La1.25Cu3O7.03,29.9
Ca0.1Ba1.65La1.25Cu3O7.08,45.9
Ca0.4Ba1.35La1.25Cu3O6.9,5
Ca0.4Ba1.35La1.25Cu3O6.92,14.4
Ca0.4Ba1.35La1.25Cu3O6.95,24.8
Ca0.4Ba1.35La1.25Cu3O7.08,68.6
Ca0.4Ba1.35La1.25Cu3O7.15,78.8
Y1Sr2Cu2.7Mo0.3O7,33.2
Gd1Sr2Cu2.7Mo0.3O7,25.7
Tb1Sr2Cu2.7Mo0.3O7,29.8
Cu0.5S0.5Sr2Ca2Cu3O12,100
Cu0.5S0.5Sr2Ca4Cu5O,74
Cu0.5S0.5Sr2Ca5Cu6O,67
Cu0.5S0.5Sr2Ca6Cu7O,63
Y0.8Ca0.2Ba2Cu3O6,24
Y0.77Ca0.23Ba2Cu3O6,25.15
Y0.75Ca0.25Ba2Cu3O6.008,34.85
Bi1.7Pb0.3Sr2Ca1.99Sm0.01Cu3O,107
Bi1.7Pb0.3Sr2Ca1.98Sm0.02Cu3O,105
Bi1.7Pb0.3Sr2Ca1.95Sm0.05Cu3O,76
Bi1.7Pb0.3Sr2Ca0.925Sm0.075Cu3O,75
Hg0.5Pb0.5Ba2Ca4Cu5O12.5,110
Tl0.8Bi0.2Sr1.6Ba0.4Ca2Cu3O9,113
Y1Ba2Cu4O8,72
Hg1Ba2Ca2Cu3O8.22,110
Hg0.9Pb0.1Ba2Ca2Cu3O8.25,118
Hg0.8Pb0.2Ba2Ca2Cu3O8.3,125
Hg0.7Pb0.3Ba2Ca2Cu3O8.35,130
Hg0.6Pb0.4Ba2Ca2Cu3O8.4,120
Hg0.5Pb0.5Ba2Ca2Cu3O8.45,103
Hg0.66Pb0.34Ba2Ca1.98Cu2.9O8.4,143
Tl0.8Mo0.2Sr2Ca1Cu2O7,40
Tl0.8Mo0.2Sr2Ca1Cu2O7,24
Tl0.8Mo0.2Sr2Ca1Cu2O7,86
Tl0.9Mo0.1Sr1.2La0.8Cu1O5,40
Tl0.9Mo0.1Sr1.2La0.8Cu1O5,34
Tl0.8Mo0.2Sr4Cu2Co3O7,30
Tl0.8Mo0.2Sr4Cu2Co3O7,80
Y0.74Ca0.26Ba2Cu3O6,44.7
Y0.72Ca0.28Ba2Cu3O6,47.5
Y0.69Ca0.31Ba2Cu3O6,27.7
Al1Sr2Ca2Cu3O9.3,63
Al1Sr2Ca2Cu3O9.5,69
Al1Sr2Ca2Cu3O9.7,72
Al1Sr2Ca2Cu3O9.9,77
Al1Sr2Ca2Cu3O10.1,76
Al1Sr2Ca1.4Y0.6Cu3O9.1,14
Ca1.9K0.1Cu1Cl2O2,18
Ca0.85K0.15Cu1Cl2O2,24
Ca1.8K0.2Cu1Cl2O2,24
Ca0.75K0.25Cu1Cl2O2,24
Ca1.7K0.3Cu1Cl2O2,24
Y1Ba1Sr1Cu3O6.9,92
Y0.8Pr0.2Ba1Sr1Cu3O6.9,79.4
Y0.6Pr0.4Ba1Sr1Cu3O6.9,60.5
Y0.5Pr0.5Ba1Sr1Cu3O6.9,36
Y0.4Pr0.6Ba1Sr1Cu3O8.9,24.1
Y0.35Pr0.65Ba1Sr1Cu3O6.9,20.3
Pb2Sr2Y1Cu3O8,31
Pb2Sr2Y0.85Ca0.15Cu3O8,47
Pb1Sr2Y0.62Ca0.38Cu3O8,71
Pb2Sr2Y0.53Ca0.47Cu3O8,76
Bi2Sr2Ca1Cu2O8.16,85
Bi2Sr2Ca1Cu2O8.26,75
Bi2Sr2Ca1Cu2O8.28,75
Bi2Sr2Ca1Cu2O,84.2
Bi2Sr2Ca1Cu1.8Li0.2O,86.9
Bi2Sr2Ca1Cu1.6Li0.4O,91.3
Bi2Sr2Ca1Cu1.4Li0.6O,89.6
Bi2Sr2Ca1Cu1.1Li0.9O,82.8
Bi2Sr2Ca1Cu2Li0.1O,86.9
Bi2Sr2Ca1Cu2Li0.4O,91.2
Bi1.8Sr2Ca1Cu2Li0.4O,94.1
Tl1Ba2Ca2Cu3O8,123
Tl0.9Hg0.1Ba2Ca2Cu3O8,132
Tl0.7Hg0.3Ba2Ca2Cu3O8,133
Tl0.5Hg0.5Ba2Ca2Cu3O8,134
Tl0.3Hg0.7Ba2Ca2Cu3O8,134
Tl0.1Hg0.9Ba2Ca2Cu3O8,134
Tl0.05Hg0.95Ba2Ca2Cu3O8,134
Hg1Ba2Ca2Cu3O8,134
Hg1Ba2Cu1O4.08,94
Hg1Ba2Cu1O4.01,68
Hg1Ba2Cu1O4,95
Hg1Ba2Cu1O4.12,89
Hg1Ba2Cu1O4,85
Bi0.148Mo0.182Cu0.67Sr2Y1Cu2O,30.1
Bi0.099Mo0.231Cu0.67Sr2Y1Cu2O,35.2
Mo0.33Cu0.67Sr2Y1Cu2O,35.7
Nd1Ba1Sr1Cu3O6.92,64
Nd0.9Ca0.1Ba1Sr1Cu3O6.85,71
Nd0.8Ca0.2Ba1Sr1Cu3O6.78,77
Nd1Ba1Sr0.95Ca0.05Cu3O7,67
Nd1Ba1Sr0.9Ca0.1Cu3O7,70
Nd1Ba1Sr0.85Ca0.15Cu3O7,69
Nd1Ba1Sr0.8Ca0.2Cu3O7,69
Nd1Ba1Sr0.6Ca0.4Cu3O7,66
Nd1Ba1Sr0.4Ca0.6Cu3O7,63
Nd1Ba1Sr0.2Ca0.8Cu3O7,51
Nd1Ba1Ca1Cu3O7,59
Hg0.8W0.2Sr1.4La0.6Cu1O,28
Hg0.8W0.2Sr2.45La0.55Cu2O,66
Y0.9Pr0.1Ba2Cu3O,85.1
Y0.85Pr0.1Ca0.05Ba2Cu3O,82.2
Y0.8Pr0.1Ca0.1Ba2Cu3O,78.1
Y0.75Pr0.1Ca0.15Ba2Cu3O,70.8
Y0.7Pr0.1Ca0.2Ba2Cu3O,64
Gd0.8Pr0.2Ba2Cu3O,58.7
Gd0.75Pr0.2Ca0.05Ba2Cu3O,61.6
Gd0.7Pr0.2Ca0.1Ba2Cu3O7,64.4
Gd0.65Pr0.2Ca0.15Ba2Cu3O,62.5
Gd0.6Pr0.2Ca0.2Ba2Cu3O,58
Y0.8Pr0.2Ba2Cu3O,69.5
Y0.75Pr0.2Ca0.05Ba2Cu3O,72.7
Y0.7Pr0.2Ca0.1Ba2Cu3O,74.6
Y0.65Pr0.2Ca0.15Ba2Cu3O,72.2
Y0.6Pr0.2Ca0.2Ba2Cu3O,66.3
Gd0.9Pr0.1Ba2Cu3O,80.3
Gd0.8Pr0.1Ca0.1Ba2Cu3O,78.4
Gd0.7Pr0.1Ca0.2Ba2Cu3O,67.8
Y1Ba23O,90.4
Y0.7Pr0.3Ba2Cu3O,56.9
Y0.6Pr0.4Ba2Cu3O,33.1
Li1Ti1.91Cu0.09O4,14.4
Bi2Sr2Ca2O,109
Hg1Ba2Ca4Cu5O12,100
Hg1Ba2Ca4Cu5O12,110
Hg1Ba2Ca5Cu6O14,100
Hg1Ba2Ca5Cu6O14,107
Hg1Sr2Cu0.7Cr0.3O,56
Hg0.7Cr0.3Sr2Cu1O,58
Hg1Sr2Cu1O,62.4
Hg0.5Bi0.5Sr1.75La0.25Cu1O5,27
Hg0.5Bi0.5Sr0.5La0.5Cu1O5,27
Hg0.5Bi0.5Sr1.25La0.75Cu1O5,27
Pb0.5Hg0.5Sr1.2La0.8Cu1O5,24
Hg0.3Pb0.7Sr1.75La0.25Cu1O6,30
Hg0.3Pb0.7Sr1.5La0.5Cu1O4,39
Hg0.3Pb0.7Sr1La1Cu1O4,41
Tl2Ba2Cu1O6,12
Tl2Ba2Cu1O6,88
Tl1Ba2Ca1Cu2O8,105
Tl1Ba2Ca2Cu3O9,114
Tl1Ba2Ca2Cu3O9,108
Tl1Ba2Ca2Cu3O9,123
Tl2Ba2Ca2Cu3O10,125
Tl2Ba2Ca2Cu3O10,123
Tl1Ba1Sr1Ca1Cu2O7,16
Tl1Ba1Sr1Ca1Cu2O7,80
Tl1Ba1Sr1Ca2Cu3O9,97
Tl1Ba2Sr1Ca2Cu3O9,92
Hg1Ba2Ca3Cu4O10,126
Bi0.066Mo0.264Cu0.67Sr2Y1Cu2O,37.5
Y1Ba2Cu3O6.19,93.2
Y1Ba2Cu3H0.14O6.91,90.95
Y1Ba2Cu3H0.32O6.91,91.25
Y1Ba2Cu3H1.15O6.91,76.7
Y1Ba2Cu3O6.54,54.9
Y1Ba2Cu3H0.16O6.54,47.9
Y1Ba2Cu3H0.31O6.54,47.3
Y1Ba2Cu3H0.53O6.54,43.8
Y1Ba2Cu3H0.64O6.54,42.05
Y1Ba2Cu3H0.6O6.91,86.5
Y1Ba2Cu3H0.69O6.91,85.7
Y1Ba2Cu3H0.92O6.91,80.8
Y1Ba2Cu3O6.93,90.85
Y1Ba2Cu3O6.84,88.85
Y1Ba2Cu3O6.82,87.05
Y1Ba2Cu3O6.78,82.6
Y1Ba2Cu3O6.73,68.75
Y1Ba2Cu3O6.69,64.7
Y1Ba2Cu3O6.67,59.1
Y1Ba2Cu3O6.64,56.65
Y1Ba2Cu3O6.6,57.85
Y1Ba2Cu3O6.57,57.2
Y1Ba2Cu3O6.55,55.55
Y1Ba2Cu3O6.52,54.35
Y1Ba2Cu3O6.48,51.2
Y1Ba2Cu3O6.45,26.85
Y1Ba2Cu3O6.4,36.55
Y1Ba2Cu3O6.4,23.35
Y1Ba2Cu3O6.38,23.9
Y1Ba2Cu3O6.48,40.05
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.1,48.3
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.43,64.3
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.56,82.4
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.73,68.5
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.78,40.7
Yb1Ba1.6Sr0.4Cu3O6.88,80.2
Yb0.9Ca0.1Ba1.6Sr0.4Cu3O6.89,62.1
Yb0.8Ca0.2Ba0.8Sr0.4Cu3O6.85,35
Yb0.7Ca0.3Ba1.6Sr0.4Cu3O6.78,24.4
Y1Ba2Cu3O,90.4
H0.16Y1Ba2Cu3O,86.4
H0.24Y1Ba2Cu3O,82.4
H0.28Y1Ba2Cu3O,78.8
H0.32Y1Ba2Cu3O,72.1
H0.38Y1Ba2Cu3O,60.7
H0.42Y1Ba2Cu3O,56.6
H0.54Y1Ba2Cu3O,43.9
H0.6Y1Ba2Cu3O,37.6
Y1Ba2Cu3O,86.2
Y1Ba2Cu3O6.91,93.1
Y1Ba2Cu3H0.06O6.91,92.8
Y1Ba2Cu3H0.27O6.91,91.1
Y1Ba2Cu3H0.52O6.91,91.7
Y1Ba2Cu3H0.91O6.91,91.4
Gd1Ba2Cu3O6.89,92.9
Gd1Ba2Cu3H0.12O6.89,84
Gd1Ba2Cu3H0.43O6.89,82
Gd1Ba2Cu3H1.32O6.89,78.2
Y1Ba2Cu2.94Fe0.06O7,73
Y1Ba2Cu2.94Fe0.06H0.4O7,47
Y1Ba2Cu2.94Fe0.06H1O7,30
Eu1Ba2Cu3O,96.2
Eu1Ba2Cu3H0.09O,95.1
Eu1Ba2Cu3H0.24O,92.8
Ca0.49La0.51Ba1.26La0.74Cu3O,53.4
Pb0.5Cd0.5Sr1.6Ba0.4Ca0.5Y0.5Cu2O7,36
Pb0.5Cd0.5Sr1.5Ba0.5Ca0.5Y0.5Cu2O7,49
Pr0.2Ca0.8Ba1La1Cu3O7.1,33.5
Ca1Ba1La1Cu3O6.97,64
C60Tb2.75,5.4
Y0.4Pr0.6Ba1.25Sr0.75Cu3O6.92,17
Y0.4Pr0.6Ba1Sr1Cu3O6.92,18
Y0.4Pr0.6Ba0.75Sr1.25Cu3O6.92,23
C60Sm3,8
Y1Ba2Cu3O6.94,91.2
Y1Ba2Cu3O6.68,66.9
Y1Ba2Cu3O6.64,62.25
Y1Ba2Cu3O6.61,61.3
Y1Ba2Cu3O6.62,60.9
Y1Ba2Cu3O6.61,61.38
Y1Ba2Cu3O6.55,59.9
Y1Ba2Cu3O6.52,61.34
Y1Ba2Cu3O6.61,61.25
Y1Ba2Cu3O6.76,85.23
Y1Ba2Cu3O6.68,67.4
Y1Ba2Cu3O6.75,83.65
Y1Ba2Cu3O6.73,80
Y1Ba2Cu3O6.7,73.62
Y1Ba2Cu3O6.49,59.53
Y1Ba2Cu3O6.37,40.87
Y1Ba2Cu3O6.41,49.5
Cd1Ba2Ca2Cu3O,107
Y1Ba2Cu4O8,76
La1.8Sr0.2Cu1O4,32
Hg1Ba2Cu1O,92.3
Hg0.9Tl0.1Ba2Cu1O,79.8
Hg0.8Tl0.2Ba2Cu1O,61.3
Hg0.7Tl0.3Ba2Cu1O,40.7
Hg1Ba1.9La0.1Cu1O,90.6
Hg1Ba1.8La0.2Cu1O,88.1
Hg0.9Tl0.1Ba1.95La0.05Cu1O,69.3
Hg0.9Tl0.1Ba1.9La0.1Cu1O,71.8
Hg0.9Tl0.1Ba1.8La0.2Cu1O,75.9
Sm1Ba2Cu3O6.99,90.7
Sm1Ba2Cu3O6.86,91
Sm1Ba2Cu3O6.82,59.2
Sm1Ba2Cu3O6.73,44.9
Sm1Ba2Cu3O6.62,34.2
Sm1.05Ba1.95Cu3O6.99,88.5
Sm1.15Ba1.85Cu3O7,83
Sm1.27Ba1.73Cu3O7.05,50.1
Sm1.39Ba1.61Cu3O7.07,31.8
Y0.4Pr0.6Ba1.8Ca0.2Cu3O7,23.9
Y0.4Pr0.6Ba1.7Ca0.3Cu3O7,29
Y0.4Pr0.6Ba1.6Ca0.4Cu3O7,30.3
Y0.4Pr0.6Ba1.5Ca0.5Cu3O7,26.7
Pb2Sr2Ho0.5Ca0.5Cu3O8,73.2
Pb2Sr2Ho0.5Ca0.5Cu3O8,75
Nd1.85Ce0.15Cu1O4,17
Tl1.2Sr2Ca0.8Cu2O6.862,60
Tl1Sr2Ca1Cu2O7,35.2
Tl1Sr2Ca1Cu2O7,51.8
Tl1Sr2Ca1Cu2O7,72
Ca0.63La0.37Ba1.12La0.88Cu3O,67.4
Ca0.49La0.51Ba1.26La0.74Cu3O,71.9
Ca0.46La0.54Ba1.29La0.71Cu3O,76.3
Hg0.7Tl0.3Ba1.95La0.05Cu1O,32.1
Hg0.7Tl0.3Ba1.9La0.1Cu1O,40.3
Hg0.7Tl0.3Ba1.8La0.2Cu1O,52.6
Hg0.6Tl0.4Ba1.6La0.4Cu1O,21.5
Y0.9Ca0.1Ba2Cu3O7,81.8
Y0.9Ca0.1Ba2Cu3O6.9,88.6
Y0.9Ca0.1Ba2Cu3O6.8,84.1
Y0.9Ca0.1Ba2Cu3O6.7,71
Y0.9Ca0.1Ba2Cu3O6.6,65.3
Y0.9Ca0.1Ba2Cu3O6.5,54.5
Y0.9Ca0.1Ba2Cu3O6.4,41.8
Y0.8Ca0.2Ba2Cu3O7,71.6
Y0.8Ca0.2Ba2Cu3O6.9,82.9
Y0.8Ca0.2Ba2Cu3O6.8,84.1
Y0.8Ca0.2Ba2Cu3O6.7,76.7
Y0.8Ca0.2Ba2Cu3O6.6,72.1
Y0.8Ca0.2Ba2Cu3O6.5,61.9
Y0.8Ca0.2Ba2Cu3O6.4,52.6
Y0.8Ca0.2Ba2Cu3O6.3,40.6
Y1Ba1.9La0.1Cu3O7,88.6
Y1Ba1.9La0.1Cu3O6.9,81.8
Y1Ba1.9La0.1Cu3O6.85,67
Y1Ba1.9La0.1Cu3O6.8,57.9
Y1Ba1.9La0.1Cu3O6.7,54.5
Y1Ba1.9La0.1Cu3O6.6,50.6
Y1Ba1.9La0.1Cu3O6.5,32.9
Y1Ba1.8La0.2Cu3O7,81.8
Y1Ba1.8La0.2Cu3O6.9,61.4
Y1Ba1.8La0.2Cu3O6.85,51.4
Y1Ba1.8La0.2Cu3O6.8,47.2
Y1Ba1.8La0.2Cu3O6.7,44.3
Y1Ba1.8La0.2Cu3O6.6,28.1
Y1Ba1.9La0.1Cu3O,96.1
Y1Ba1.8La0.2Cu3O,81.3
Y1Ba1.7La0.3Cu3O,65.6
Y1Ba1.6La0.4Cu3O,50.1
Y1Ba1.5La0.5Cu3O,42.6
Y1Ba1.4La0.6Cu3O,13.2
Y1Ba1.9La0.1Cu3O7,96.1
Y1Ba1.8La0.2Cu3O7,76.3
Y1Ba1.7La0.3Cu3O7,54.8
Y1Ba1.6La0.4Cu3O7,32.2
Y1Ba1.5La0.5Cu3O7,0.3
Y0.962Ba1.987Ca0.05Cu3O,86
Y0.925Ba1.975Ca0.1Cu3O,84.2
Y0.85Ba1.95Ca0.2Cu3O,81.7
Y0.775Ba1.925Ca0.3Cu3O,81
Y0.961Ba1.987Ca0.052Cu3.5O7.5,93.5
Y0.98Ba1.993Ca0.026Cu3.5O7.5,94.2
Y0.99Ba1.997Ca0.013Cu3.5O7.5,92.8
Y1Ba2Cu3.5O7.5,91
Y1Ba1.98La0.02Cu3.5O7.5,87.8
Y1Ba1.925La0.075Cu3.5O7.5,77.3
Y1Ba1.9La0.1Cu3.5O7.5,70.5
Y1Ba1.875La0.125Cu3.5O7.5,64
Y1Ba1.85La0.15Cu3.5O7.5,62.2
Y1Ba1.825La0.175Cu3.5O7.5,54.3
Y1Ba1.8La0.2Cu3.5O7.5,50.7
Y1Ba1.9Ca0.1Cu4O8,85.4
Y1Ba1.926Ca0.074Cu4O8,83.3
Y1Ba1.972Ca0.028Cu4O8,79.7
Y1Ba2Cu4O8,77.9
Y1Ba1.98La0.02Cu4O8,74.3
Y1Ba1.9La0.1Cu4O8,61
Y1Ba1.87La0.13Cu4O8,61
Y1Ba1.78La0.22Cu4O8,37.9
Y1Ba1.72La0.28Cu4O8,18.9
Y1Ba2Cu3O6.94,92
Y1Ba1.9La0.1Cu3O6.92,93
Y1Ba1.8La0.2Cu3O6.96,82
Y1Ba1.7La0.3Cu3O7.02,61
Y1Ba1.6La0.4Cu3O7.06,52
Y1Ba1.5La0.5Cu3O7.1,30
Y0.9Ca0.1Ba1.9La0.1Cu3O6.95,86
Y0.9Ca0.1Ba1.8La0.2Cu3O6.97,87
Y0.9Ca0.1Ba1.7La0.3Cu3O7.04,82
Y0.9Ca0.1Ba1.6La0.4Cu3O7.09,72
Y0.9Ca0.1Ba1.5La0.5Cu3O7.13,60
Y0.9Ca0.1Ba1.6La6Cu3O7.18,43
Y0.8Ca0.2Ba1.8La0.2Cu3O6.94,84
Y0.8Ca0.2Ba1.5La0.5Cu3O7.11,80
Y0.8Ca0.2Ba1.4La0.6Cu3O7.15,66
Y0.7Ca0.3Ba1.7La0.3Cu3O6.92,82
Y0.7Ca0.3Ba1.4La0.6Cu3O7.12,82
Y0.7Ca0.3Ba1.3La0.7Cu3O7.16,73
Y0.6Ca0.4Ba1.6La0.4Cu3O6.95,82
Y0.6Ca0.4Ba1.4La0.6Cu3O7.07,83
Y0.6Ca0.4Ba1.3La0.7Cu3O7.12,82
Y0.6Ca0.4Ba1.2La0.8Cu3O7.15,67
Y0.6Ca0.4Ba1.1La0.9Cu3O7.18,47
Y0.5Ca0.5Ba1.5La0.5Cu3O6.94,82
Y0.5Ca0.5Ba1.2La0.8Cu3O7.12,82
Y0.5Ca0.5Ba1.1La0.9Cu3O7.15,70
Y0.4Cu0.6Ba1.4La0.6Cu3O6.95,81
Y0.4Cu0.6Ba1.3La0.7Cu3O7,82
Y0.4Ca0.6Ba1.2La0.8Cu3O7.07,82
Y0.4Ca0.6Ba1.1La0.9Cu3O7.12,82
La1Ba1.87Ca0.13Cu3O6.923,82
La1Ba1.75Ca0.25Cu3O6.951,80
La1Ba1.5Ca0.5Cu3O6.96,79.9
La1Ba1.25Ca0.75Cu3O6.958,79.9
La1Ba1Ca1Cu3O,80.1
Y1Ba2Cu3O6.939,91.8
Y1Ba1.75Sr0.25Cu3O6.928,89.6
Y1Ba1.5Sr0.5Cu3O6.938,87.6
Y1Ba1.25Sr0.75Cu3O6.928,85.5
Y1Ba1Sr1Cu3O6.947,83.3
La1Ba1.75Sr0.25Cu3O6.946,72.5
La1Ba1.5Sr0.5Cu3O6.967,65.2
La1Ba1.25Sr0.75Cu3O6.996,54.1
La1Ba1Sr1Cu3O7.01,41.5
Hg1Ba2Cu1O4.03,49.9
Hg1Ba2Cu1O4.18,93.2
Hg1Ba2Cu1O4.27,86.7
Hg1Ba2Cu1O4.36,40
Hg1Ba2Cu1O4.39,24.6
Y0.9Ca0.1Ba2Cu3O6.3,28.1
Nd1.3Ba1.5Ca0.2Cu3O6.952,36
Nd1.2Ba1.6Ca0.2Cu3O6.929,51
Nd1.1Ba1.7Ca0.2Cu3O6.894,65
Nd1Ba1.8Ca0.2Cu3O6.866,73
Nd1.3Ba1.3Ca0.4Cu3O6.912,13
Nd1.2Ba1.4Ca0.4Cu3O6.888,40
Nd1.1Ba1.5Ca0.4Cu3O6.864,54
Nd1Ba1.6Ca0.4Cu3O6.828,65
Nd0.9Ba1.7Ca0.4Cu3O6.801,72
Nd1.1Ba1.7Sr0.2Cu3O6.858,70
Nd1Ba1.8Sr0.2Cu3O6.927,82
Nd1.3Ba1.3Sr0.4O6.828,35
Nd1.2Ba1.4Sr0.4Cu3O6.789,41
Nd1.2Ba1.4Sr0.4Cu3O6.731,65
Nd1Ba1.6Sr0.4Cu3O6.721,78.5
Nd0.9Ba1.7Sr0.4Cu3O6.666,82
Nd1.3Ba1.5Sr0.2Cu3O6.917,36
Nd1.2Ba1.6Sr0.2Cu3O6.885,45
Nd1.3Ba1.7Cu3O6.987,33
Nd1.2Ba1.8Cu3O6.954,50
Nd1.1Ba1.9Cu3O6.935,76
Y1Ba2Cu3.99Ni0.01O8,78.4
Y1Ba2Cu3.99Zn0.01O8,73.3
Y1Ba2Cu3.98Zn0.02O8,66.6
Y1Ba2Cu3.956Zn0.044O8,56.8
Y1Ba2Cu3.94Zn0.06O,46.8
Y1Ba2Cu3.92Zn0.08O8,36.4
Y1Ba2Cu3.9Zn0.1O8,22.1
Hg0.7Bi0.3Sr2Ca0.75Pr0.25Cu2O6,91
Hg0.7Bi0.3Sr2Ca0.5Pr0.5Cu2O6,58
Er1Ba2Cu3O6.953,90.9
Er0.95Hf0.05Ba2Cu3O6.938,86
Er0.9Hf0.1Ba2Cu3O6.862,82.9
Er0.85Hf0.15Ba2Cu3O6.813,79.9
Er0.8Hf0.2Ba2Cu3O6.772,78.8
Er0.8Ca0.05Hf0.15Ba2Cu3O6.706,64.8
Er0.75Ca0.1Hf0.15Ba2Cu3O6.796,73.6
Er0.7Ca0.15Hf0.15Ba2Cu3O6.821,77.3
Er0.65Ca0.2Hf0.15Ba2Cu3O6.83,80.9
Er0.6Ca0.25Hf0.15Ba2Cu3O7.02,84.7
Er0.55Ca0.3Hf0.15Ba2Cu3O7.05,72.2
Er0.45Ca0.4Hf0.15Ba2Cu3O7.1,66
Y1Sr2Cu2.6Fe0.4O6,10
Y0.9Ca0.1Sr2Cu2.6Fe0.4O6,28
Y1Sr2Cu2.8Re2O7,42
Y1Sr2Cu2.8Re0.2O7,55
Y0.25Pr0.75Sr2Cu2.8Re0.2O7,14
Ho0.8Ca0.2Sr2Cu2.8P0.2O0.8,34
Y0.4Pr0.6Sr2Cu2.8Re0.2O6,25
La2.5Ca1Ba2.5Cu6O14.146,79
La2.4Ca1.2Ba2.4Cu6O14.082,79
La2.375Ca1.25Ba2.375Cu6O14.062,78
La2.25Ca1.5Ba2.25Cu6O13.93,74
La2Ca2Ba2Cu3O13.712,76
La2.85Ca0.3Ba2.85Cu6O14.252,22
La2.77Ca0.46Ba2.77Cu6O14.246,42
La2.7Ca0.6Ba2.7Cu6O14.186,74
La2.57Ca0.86Ba2.57Cu6O14.2,80
Ho1Ba2Cu3O6.87,92.3
Ho1Ba2Cu3O6.96,91.8
Y1Ba2Cu3O6.96,92
Hg1Ba2Ca2Cu3O8,110
Hg0.9Pb0.1Ba2Ca2Cu3O8,118
Hg0.8Pb0.2Ba2Ca2Cu3O8,125
Hg0.7Pb0.3Ba2Ca2Cu3O8,130
Hg0.6Pb0.4Ba2Ca2Cu3O8,120
Hg0.5Pb0.5Ba2Ca2Cu3O8,103
Bi1.8Pb0.4Sr1.9Ca2Cu3O,110
Hg1Ba2Ca3Cu4O,123
Nd1Ba1.5Sr0.5Cu3O6.91,83
Nd1Ba1.5Sr0.5Cu3O6.91,71
Y1Ba2Cu2.895Fe0.105O7,81.8
Y1Ba2Cu2.805Fe0.195O7,60
Y1Ba2Cu3O6.96,89.4
Y0.9Ca0.1Ba2Cu3O6.91,84.2
Y0.8Ca0.2Ba2Cu3O6.86,79
Y0.7Ca0.3Ba2Cu3O6.78,78
Gd1Ba1.5Sr0.5Cu3O6.63,16
Gd1Ba1.5Sr0.5Cu3O6.73,50
Gd1Ba1.5Sr0.5Cu3O6.93,89
Y1Ba2Cu3O6.83,92
Y0.95Pr0.05Ba2Cu3O6.85,85.5
Y0.9Pr0.1Ba2Cu3O6.82,82
Y0.85Pr0.15Ba2Cu3O6.84,75
Y0.8Pr0.2Ba2Cu3O6.81,68
Y0.95Ca0.05Ba2Cu3O6.79,88
Y0.9Ca0.1Ba2Cu3O6.67,82
Y0.85Ca0.15Ba2Cu3O6.65,83
Y0.8Ca0.2Ba2Cu3O6.64,81
